canonical_folder_or_path,schema,phase,market,year,pair,issue_type,policy_status,previous_classification,final_decision,cleanup_decision,decision_rationale,evidence_source,evidence_detail,next_action_needed,cleanup_gate_remains_blocked
data/dbn/ohlcv_1s,ohlcv-1s,phase1A_source_ohlcv,ZM,2010,ZM:2010,extra_pair,allowed_extra,EXPLICITLY_DEFERRED_POLICY_GAP,EXPLICITLY_DEFERRED_POLICY_GAP,cleanup_blocked_until_policy_review,extra historical DBN pair is explicitly allowed by configs/data_manifest.yaml while cleanup remains disabled,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,present in filename inventory but outside manifest expected range,Keep as source evidence or approve a documented cleanup policy later,true
data/dbn/ohlcv_1s,ohlcv-1s,phase1A_source_ohlcv,6M,2026,6M:2026,duplicate_pair,known_duplicate_policy_deferred,DUPLICATE_POLICY_DEFERRED,DUPLICATE_MERGE_APPROVAL_REQUIRED,cleanup_blocked_pending_duplicate_merge_or_quarantine_approval,duplicate DBN files are inside canonical schema roots; path evidence alone does not prove either file is discardable,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,data/dbn/ohlcv_1s/6M/2026/2026-01-01_2026-06-13.dbn.zst;data/dbn/ohlcv_1s/6M/2026/2026-06-12_2026-06-13.dbn.zst,Approve duplicate content review and merge/quarantine decision before any cleanup action,true
data/dbn/ohlcv_1h,ohlcv-1h,phase1A_source_ohlcv,6M,2026,6M:2026,duplicate_pair,known_duplicate_policy_deferred,DUPLICATE_POLICY_DEFERRED,DUPLICATE_MERGE_APPROVAL_REQUIRED,cleanup_blocked_pending_duplicate_merge_or_quarantine_approval,duplicate DBN files are inside canonical schema roots; path evidence alone does not prove either file is discardable,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,data/dbn/ohlcv_1h/6M/2026/2026-01-01_2026-06-13.dbn.zst;data/dbn/ohlcv_1h/6M/2026/2026-06-12_2026-06-13.dbn.zst,Approve duplicate content review and merge/quarantine decision before any cleanup action,true
data/dbn/ohlcv_1d,ohlcv-1d,phase1A_source_ohlcv,6M,2026,6M:2026,duplicate_pair,known_duplicate_policy_deferred,DUPLICATE_POLICY_DEFERRED,DUPLICATE_MERGE_APPROVAL_REQUIRED,cleanup_blocked_pending_duplicate_merge_or_quarantine_approval,duplicate DBN files are inside canonical schema roots; path evidence alone does not prove either file is discardable,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,data/dbn/ohlcv_1d/6M/2026/2026-01-01_2026-06-13.dbn.zst;data/dbn/ohlcv_1d/6M/2026/2026-06-12_2026-06-13.dbn.zst,Approve duplicate content review and merge/quarantine decision before any cleanup action,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,TN,2010,TN:2010,extra_pair,allowed_extra,EXPLICITLY_DEFERRED_POLICY_GAP,EXPLICITLY_DEFERRED_POLICY_GAP,cleanup_blocked_until_policy_review,extra historical DBN pair is explicitly allowed by configs/data_manifest.yaml while cleanup remains disabled,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,present in filename inventory but outside manifest expected range,Keep as source evidence or approve a documented cleanup policy later,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,TN,2011,TN:2011,extra_pair,allowed_extra,EXPLICITLY_DEFERRED_POLICY_GAP,EXPLICITLY_DEFERRED_POLICY_GAP,cleanup_blocked_until_policy_review,extra historical DBN pair is explicitly allowed by configs/data_manifest.yaml while cleanup remains disabled,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,present in filename inventory but outside manifest expected range,Keep as source evidence or approve a documented cleanup policy later,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,TN,2012,TN:2012,extra_pair,allowed_extra,EXPLICITLY_DEFERRED_POLICY_GAP,EXPLICITLY_DEFERRED_POLICY_GAP,cleanup_blocked_until_policy_review,extra historical DBN pair is explicitly allowed by configs/data_manifest.yaml while cleanup remains disabled,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,present in filename inventory but outside manifest expected range,Keep as source evidence or approve a documented cleanup policy later,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,ZL,2010,ZL:2010,extra_pair,allowed_extra,EXPLICITLY_DEFERRED_POLICY_GAP,EXPLICITLY_DEFERRED_POLICY_GAP,cleanup_blocked_until_policy_review,extra historical DBN pair is explicitly allowed by configs/data_manifest.yaml while cleanup remains disabled,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,present in filename inventory but outside manifest expected range,Keep as source evidence or approve a documented cleanup policy later,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,ZM,2010,ZM:2010,extra_pair,allowed_extra,EXPLICITLY_DEFERRED_POLICY_GAP,EXPLICITLY_DEFERRED_POLICY_GAP,cleanup_blocked_until_policy_review,extra historical DBN pair is explicitly allowed by configs/data_manifest.yaml while cleanup remains disabled,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,present in filename inventory but outside manifest expected range,Keep as source evidence or approve a documented cleanup policy later,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,6M,2026,6M:2026,duplicate_pair,known_duplicate_policy_deferred,DUPLICATE_POLICY_DEFERRED,DUPLICATE_MERGE_APPROVAL_REQUIRED,cleanup_blocked_pending_duplicate_merge_or_quarantine_approval,duplicate DBN files are inside canonical schema roots; path evidence alone does not prove either file is discardable,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,data/dbn/statistics/6M/2026/2026-01-01_2026-06-13.dbn.zst;data/dbn/statistics/6M/2026/2026-06-12_2026-06-13.dbn.zst,Approve duplicate content review and merge/quarantine decision before any cleanup action,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,RTY,2017,RTY:2017,duplicate_pair,known_duplicate_policy_deferred,DUPLICATE_POLICY_DEFERRED,DUPLICATE_MERGE_APPROVAL_REQUIRED,cleanup_blocked_pending_duplicate_merge_or_quarantine_approval,duplicate DBN files are inside canonical schema roots; path evidence alone does not prove either file is discardable,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,data/dbn/statistics/RTY/2017/2017-01-01_2018-01-01.dbn.zst;data/dbn/statistics/RTY/2017/2017-06-05_2018-01-01.dbn.zst,Approve duplicate content review and merge/quarantine decision before any cleanup action,true
data/dbn/statistics,statistics,phase1A_optional_enrichment,SR3,2018,SR3:2018,duplicate_pair,known_duplicate_policy_deferred,DUPLICATE_POLICY_DEFERRED,DUPLICATE_MERGE_APPROVAL_REQUIRED,cleanup_blocked_pending_duplicate_merge_or_quarantine_approval,duplicate DBN files are inside canonical schema roots; path evidence alone does not prove either file is discardable,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,data/dbn/statistics/SR3/2018/2018-01-01_2019-01-01.dbn.zst;data/dbn/statistics/SR3/2018/2018-04-23_2019-01-01.dbn.zst,Approve duplicate content review and merge/quarantine decision before any cleanup action,true
data/dbn/status,status,phase1A_optional_enrichment,6A,2014,6A:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6B,2014,6B:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6C,2010,6C:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6C,2011,6C:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6C,2014,6C:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6E,2012,6E:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6E,2013,6E:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6E,2014,6E:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6J,2010,6J:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6J,2014,6J:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6M,2013,6M:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,6M,2014,6M:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ES,2014,ES:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,GC,2010,GC:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,GC,2014,GC:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HE,2013,HE:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HG,2011,HG:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HG,2014,HG:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HO,2010,HO:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HO,2011,HO:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HO,2012,HO:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,HO,2013,HO:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
